time,source,frame,x,y,theta,cov_xx,cov_yy,cov_xy,runtime_ms,ess,resampling_triggered
4.8,amcl,map,-1.97353,-0.520787,-0.0133492,0.180469,0.212972,-0.0137454,,,
5.802,amcl,map,-1.99844,-0.506048,0.00534549,0.157927,0.201225,0.00133767,,,
5.904,odom,map,-1.97353,-0.520787,-0.0133492,0,0,0,,,
5.94,odom,map,-1.97353,-0.520787,-0.0133492,0,0,0,,,
5.976,odom,map,-1.97353,-0.520787,-0.0133492,0,0,0,,,
6.012,odom,map,-1.97353,-0.520787,-0.0133492,0,0,0,,,
6.048,odom,map,-1.97353,-0.520787,-0.0133492,0,0,0,,,
6.084,odom,map,-1.97353,-0.520787,-0.0133492,0,0,0,,,
6.12,odom,map,-1.97353,-0.520787,-0.0133492,0,0,0,,,
6.156,odom,map,-1.97353,-0.520787,-0.0133492,0,0,0,,,
6.192,odom,map,-1.97353,-0.520787,-0.0133492,0,0,0,,,
6.228,odom,map,-1.97353,-0.520787,-0.0133492,0,0,0,,,
6.264,odom,map,-1.97353,-0.520787,-0.0133492,0,0,0,,,
6.3,odom,map,-1.97353,-0.520787,-0.0133492,0,0,0,,,
6.336,odom,map,-1.97353,-0.520787,-0.0133492,0,0,0,,,
6.372,odom,map,-1.97353,-0.520787,-0.0133492,0,0,0,,,
6.408,odom,map,-1.97353,-0.520787,-0.0133492,0,0,0,,,
6.444,odom,map,-1.97353,-0.520787,-0.0133492,0,0,0,,,
6.48,odom,map,-1.97353,-0.520787,-0.0133492,0,0,0,,,
6.516,odom,map,-1.97353,-0.520787,-0.0133492,0,0,0,,,
6.552,odom,map,-1.97353,-0.520787,-0.0133492,0,0,0,,,
6.588,odom,map,-1.97353,-0.520787,-0.0133492,0,0,0,,,
6.624,odom,map,-1.97638,-0.5191,-0.01121,0,0,0,,,
6.66,odom,map,-1.98084,-0.516461,-0.00786167,0,0,0,,,
6.696,odom,map,-1.98531,-0.513821,-0.00451338,0,0,0,,,
6.732,odom,map,-1.98977,-0.511181,-0.00116508,0,0,0,,,
6.768,odom,map,-1.99423,-0.508542,0.00218321,0,0,0,,,
6.804,odom,map,-1.99844,-0.506048,0.00534549,0,0,0,,,
6.801,amcl,map,-1.97747,-0.523199,0.000615288,0.189018,0.237709,-0.010684,,,
6.84,odom,map,-1.99844,-0.506048,0.00534549,0,0,0,,,
6.876,odom,map,-1.99844,-0.506048,0.00534549,0,0,0,,,
6.912,odom,map,-1.99844,-0.506048,0.00534549,0,0,0,,,
6.948,odom,map,-1.99844,-0.506048,0.00534549,0,0,0,,,
6.984,odom,map,-1.99844,-0.506048,0.00534549,0,0,0,,,
7.02,odom,map,-1.99844,-0.506048,0.00534549,0,0,0,,,
7.056,odom,map,-1.99844,-0.506048,0.00534549,0,0,0,,,
7.092,odom,map,-1.99844,-0.506048,0.00534549,0,0,0,,,
7.128,odom,map,-1.99844,-0.506048,0.00534549,0,0,0,,,
7.164,odom,map,-1.99844,-0.506048,0.00534549,0,0,0,,,
7.2,odom,map,-1.99844,-0.506048,0.00534549,0,0,0,,,
7.236,odom,map,-1.99844,-0.506048,0.00534549,0,0,0,,,
7.272,odom,map,-1.99844,-0.506048,0.00534549,0,0,0,,,
7.308,odom,map,-1.99844,-0.506048,0.00534549,0,0,0,,,
7.344,odom,map,-1.99844,-0.506048,0.00534549,0,0,0,,,
7.38,odom,map,-1.99844,-0.506048,0.00534549,0,0,0,,,
7.416,odom,map,-1.99844,-0.506048,0.00534549,0,0,0,,,
7.452,odom,map,-1.99844,-0.506048,0.00534549,0,0,0,,,
7.488,odom,map,-1.99844,-0.506048,0.00534549,0,0,0,,,
7.524,odom,map,-1.99844,-0.506048,0.00534549,0,0,0,,,
7.56,odom,map,-1.99844,-0.506048,0.00534549,0,0,0,,,
7.596,odom,map,-1.99844,-0.506048,0.00534549,0,0,0,,,
7.632,odom,map,-1.99511,-0.508779,0.00459242,0,0,0,,,
7.668,odom,map,-1.99135,-0.511851,0.00374522,0,0,0,,,
7.704,odom,map,-1.98759,-0.514922,0.00289802,0,0,0,,,
7.74,odom,map,-1.98384,-0.517994,0.00205082,0,0,0,,,
7.776,odom,map,-1.98008,-0.521066,0.00120362,0,0,0,,,
7.812,odom,map,-1.97747,-0.523199,0.000615288,0,0,0,,,
7.8,amcl,map,-1.96508,-0.467541,-0.00347668,0.18107,0.236113,-0.013598,,,
7.848,odom,map,-1.97747,-0.523199,0.000615288,0,0,0,,,
7.884,odom,map,-1.97747,-0.523199,0.000615288,0,0,0,,,
7.92,odom,map,-1.97747,-0.523199,0.000615288,0,0,0,,,
7.956,odom,map,-1.97747,-0.523199,0.000615288,0,0,0,,,
7.992,odom,map,-1.97747,-0.523199,0.000615288,0,0,0,,,
8.028,odom,map,-1.97747,-0.523199,0.000615288,0,0,0,,,
8.064,odom,map,-1.97747,-0.523199,0.000615288,0,0,0,,,
8.1,odom,map,-1.97747,-0.523199,0.000615288,0,0,0,,,
8.136,odom,map,-1.97747,-0.523199,0.000615288,0,0,0,,,
8.172,odom,map,-1.97747,-0.523199,0.000615288,0,0,0,,,
8.208,odom,map,-1.97747,-0.523199,0.000615288,0,0,0,,,
8.244,odom,map,-1.97747,-0.523199,0.000615288,0,0,0,,,
8.28,odom,map,-1.97747,-0.523199,0.000615288,0,0,0,,,
8.316,odom,map,-1.97747,-0.523199,0.000615288,0,0,0,,,
8.352,odom,map,-1.97747,-0.523199,0.000615288,0,0,0,,,
8.388,odom,map,-1.97747,-0.523199,0.000615288,0,0,0,,,
8.424,odom,map,-1.97747,-0.523199,0.000615288,0,0,0,,,
8.46,odom,map,-1.97747,-0.523199,0.000615288,0,0,0,,,
8.496,odom,map,-1.97747,-0.523199,0.000615288,0,0,0,,,
8.532,odom,map,-1.97747,-0.523199,0.000615288,0,0,0,,,
8.568,odom,map,-1.97747,-0.523199,0.000615288,0,0,0,,,
8.604,odom,map,-1.97735,-0.522637,0.000573955,0,0,0,,,
8.64,odom,map,-1.9751,-0.512517,-0.00017004,0,0,0,,,
8.676,odom,map,-1.97284,-0.502397,-0.000914035,0,0,0,,,
8.712,odom,map,-1.97059,-0.492278,-0.00165803,0,0,0,,,
8.748,odom,map,-1.96833,-0.482158,-0.00240202,0,0,0,,,
8.784,odom,map,-1.96608,-0.472038,-0.00314602,0,0,0,,,
8.82,odom,map,-1.96508,-0.467541,-0.00347668,0,0,0,,,
8.856,odom,map,-1.96508,-0.467541,-0.00347668,0,0,0,,,
8.892,odom,map,-1.96508,-0.467541,-0.00347668,0,0,0,,,
8.928,odom,map,-1.96508,-0.467541,-0.00347668,0,0,0,,,
8.964,odom,map,-1.96508,-0.467541,-0.00347668,0,0,0,,,
9,odom,map,-1.96508,-0.467541,-0.00347668,0,0,0,,,
9,kf,map,-2,-0.5,1.2499e-21,0.0752882,0.0752882,0,0.067583,,
9,ekf_predict_only,map,-2,-0.5,0,0.25,0.25,0,,,
9,ekf,map,-2,-0.5,1.2499e-21,0.0752882,0.0752882,0,0.231,,
9,pf,map,-1.99336,-0.494433,-0.0280593,0.0778448,0.0845185,-0.00293285,4.40833,58.8886,0
9.036,odom,map,-1.96508,-0.467541,-0.00347668,0,0,0,,,
9.072,odom,map,-1.96508,-0.467541,-0.00347668,0,0,0,,,
9.108,odom,map,-1.96508,-0.467541,-0.00347668,0,0,0,,,
9.144,odom,map,-1.96508,-0.467541,-0.00347668,0,0,0,,,
9.18,odom,map,-1.96508,-0.467541,-0.00347668,0,0,0,,,
9.216,odom,map,-1.96508,-0.467541,-0.00347668,0,0,0,,,
9.216,ekf_predict_only,map,-2,-0.5,0,0.45,0.45,0,,,
9.216,ekf,map,-2,-0.5,4.16501e-21,0.0744596,0.0744596,0,0.068334,,
9.216,kf,map,-2,-0.5,4.14702e-21,0.0740003,0.0740003,0,0.361625,,
9.216,pf,map,-2.01601,-0.491039,-0.0259463,0.0740923,0.0740145,0.000930776,7.48221,302.587,0
9.252,odom,map,-1.96508,-0.467541,-0.00347668,0,0,0,,,
9.288,odom,map,-1.96508,-0.467541,-0.00347668,0,0,0,,,
9.324,odom,map,-1.96508,-0.467541,-0.00347668,0,0,0,,,
9.36,odom,map,-1.96508,-0.467541,-0.00347668,0,0,0,,,
9.396,odom,map,-1.96508,-0.467541,-0.00347668,0,0,0,,,
9.432,odom,map,-1.96508,-0.467541,-0.00347668,0,0,0,,,
9.396,kf,map,-2,-0.5,-7.45787e-22,0.0737174,0.0737174,0,0.144292,,
9.396,ekf,map,-2,-0.5,-8.12342e-22,0.0747885,0.0747885,0,0.056,,
9.396,ekf_predict_only,map,-2,-0.5,0,0.65,0.65,0,,,
