time,source,frame,x,y,theta,cov_xx,cov_yy,cov_xy,runtime_ms,ess,resampling_triggered
5.202,amcl,map,-1.97441,-0.521387,-0.0123764,0.178534,0.211913,-0.0101826,,,
6.201,amcl,map,-2.00504,-0.500248,0.00327844,0.16634,0.193932,-0.00259948,,,
6.264,odom,map,-1.97441,-0.521387,-0.0123764,0,0,0,,,
6.3,odom,map,-1.97441,-0.521387,-0.0123764,0,0,0,,,
6.336,odom,map,-1.97441,-0.521387,-0.0123764,0,0,0,,,
6.372,odom,map,-1.97441,-0.521387,-0.0123764,0,0,0,,,
6.408,odom,map,-1.97441,-0.521387,-0.0123764,0,0,0,,,
6.444,odom,map,-1.97441,-0.521387,-0.0123764,0,0,0,,,
6.48,odom,map,-1.97441,-0.521387,-0.0123764,0,0,0,,,
6.516,odom,map,-1.97441,-0.521387,-0.0123764,0,0,0,,,
6.552,odom,map,-1.97441,-0.521387,-0.0123764,0,0,0,,,
6.588,odom,map,-1.97441,-0.521387,-0.0123764,0,0,0,,,
6.624,odom,map,-1.97441,-0.521387,-0.0123764,0,0,0,,,
6.66,odom,map,-1.97441,-0.521387,-0.0123764,0,0,0,,,
6.696,odom,map,-1.97441,-0.521387,-0.0123764,0,0,0,,,
6.732,odom,map,-1.97441,-0.521387,-0.0123764,0,0,0,,,
6.768,odom,map,-1.97441,-0.521387,-0.0123764,0,0,0,,,
6.804,odom,map,-1.97441,-0.521387,-0.0123764,0,0,0,,,
6.84,odom,map,-1.97441,-0.521387,-0.0123764,0,0,0,,,
6.876,odom,map,-1.97441,-0.521387,-0.0123764,0,0,0,,,
6.912,odom,map,-1.97441,-0.521387,-0.0123764,0,0,0,,,
6.948,odom,map,-1.97441,-0.521387,-0.0123764,0,0,0,,,
6.984,odom,map,-1.97441,-0.521387,-0.0123764,0,0,0,,,
7.02,odom,map,-1.97746,-0.519283,-0.0108187,0,0,0,,,
7.056,odom,map,-1.98295,-0.515497,-0.00801482,0,0,0,,,
7.092,odom,map,-1.98843,-0.511711,-0.00521097,0,0,0,,,
7.128,odom,map,-1.99392,-0.507925,-0.00240713,0,0,0,,,
7.164,odom,map,-1.9994,-0.504139,0.000396713,0,0,0,,,
7.2,odom,map,-2.00488,-0.500353,0.00320056,0,0,0,,,
7.2,amcl,map,-1.97824,-0.509369,0.00261715,0.190831,0.238579,-0.0142142,,,
7.236,odom,map,-2.00504,-0.500248,0.00327844,0,0,0,,,
7.272,odom,map,-2.00504,-0.500248,0.00327844,0,0,0,,,
7.308,odom,map,-2.00504,-0.500248,0.00327844,0,0,0,,,
7.344,odom,map,-2.00504,-0.500248,0.00327844,0,0,0,,,
7.38,odom,map,-2.00504,-0.500248,0.00327844,0,0,0,,,
7.416,odom,map,-2.00504,-0.500248,0.00327844,0,0,0,,,
7.452,odom,map,-2.00504,-0.500248,0.00327844,0,0,0,,,
7.488,odom,map,-2.00504,-0.500248,0.00327844,0,0,0,,,
7.524,odom,map,-2.00504,-0.500248,0.00327844,0,0,0,,,
7.56,odom,map,-2.00504,-0.500248,0.00327844,0,0,0,,,
7.596,odom,map,-2.00504,-0.500248,0.00327844,0,0,0,,,
7.632,odom,map,-2.00504,-0.500248,0.00327844,0,0,0,,,
7.668,odom,map,-2.00504,-0.500248,0.00327844,0,0,0,,,
7.704,odom,map,-2.00504,-0.500248,0.00327844,0,0,0,,,
7.74,odom,map,-2.00504,-0.500248,0.00327844,0,0,0,,,
7.776,odom,map,-2.00504,-0.500248,0.00327844,0,0,0,,,
7.812,odom,map,-2.00504,-0.500248,0.00327844,0,0,0,,,
7.848,odom,map,-2.00504,-0.500248,0.00327844,0,0,0,,,
7.884,odom,map,-2.00504,-0.500248,0.00327844,0,0,0,,,
7.92,odom,map,-2.00504,-0.500248,0.00327844,0,0,0,,,
