time,source,frame,x,y,theta,cov_xx,cov_yy,cov_xy,runtime_ms,ess,resampling_triggered
4.8,amcl,map,-1.97656,-0.526666,-0.0145514,0.176465,0.214068,-0.0163905,,,
5.802,amcl,map,-2.00075,-0.498281,0.00556378,0.155648,0.196898,-0.00269664,,,
5.904,odom,map,-1.97656,-0.526666,-0.0145514,0,0,0,,,
5.94,odom,map,-1.97656,-0.526666,-0.0145514,0,0,0,,,
5.976,odom,map,-1.97656,-0.526666,-0.0145514,0,0,0,,,
6.012,odom,map,-1.97656,-0.526666,-0.0145514,0,0,0,,,
6.048,odom,map,-1.97656,-0.526666,-0.0145514,0,0,0,,,
6.084,odom,map,-1.97656,-0.526666,-0.0145514,0,0,0,,,
6.12,odom,map,-1.97656,-0.526666,-0.0145514,0,0,0,,,
6.156,odom,map,-1.97656,-0.526666,-0.0145514,0,0,0,,,
6.192,odom,map,-1.97656,-0.526666,-0.0145514,0,0,0,,,
6.228,odom,map,-1.97656,-0.526666,-0.0145514,0,0,0,,,
6.264,odom,map,-1.97656,-0.526666,-0.0145514,0,0,0,,,
6.3,odom,map,-1.97656,-0.526666,-0.0145514,0,0,0,,,
6.336,odom,map,-1.97656,-0.526666,-0.0145514,0,0,0,,,
6.372,odom,map,-1.97656,-0.526666,-0.0145514,0,0,0,,,
6.408,odom,map,-1.97656,-0.526666,-0.0145514,0,0,0,,,
6.444,odom,map,-1.97656,-0.526666,-0.0145514,0,0,0,,,
6.48,odom,map,-1.97656,-0.526666,-0.0145514,0,0,0,,,
6.516,odom,map,-1.97656,-0.526666,-0.0145514,0,0,0,,,
6.552,odom,map,-1.97656,-0.526666,-0.0145514,0,0,0,,,
6.588,odom,map,-1.97656,-0.526666,-0.0145514,0,0,0,,,
6.624,odom,map,-1.97933,-0.523418,-0.0122497,0,0,0,,,
6.66,odom,map,-1.98366,-0.518334,-0.00864697,0,0,0,,,
6.696,odom,map,-1.988,-0.51325,-0.00504424,0,0,0,,,
6.732,odom,map,-1.99233,-0.508166,-0.00144152,0,0,0,,,
6.768,odom,map,-1.99666,-0.503082,0.0021612,0,0,0,,,
6.804,odom,map,-2.00075,-0.498281,0.00556378,0,0,0,,,
6.801,amcl,map,-1.97466,-0.51636,0.00281727,0.190494,0.239149,-0.0136476,,,
6.84,odom,map,-2.00075,-0.498281,0.00556378,0,0,0,,,
6.876,odom,map,-2.00075,-0.498281,0.00556378,0,0,0,,,
6.912,odom,map,-2.00075,-0.498281,0.00556378,0,0,0,,,
6.948,odom,map,-2.00075,-0.498281,0.00556378,0,0,0,,,
6.984,odom,map,-2.00075,-0.498281,0.00556378,0,0,0,,,
7.02,odom,map,-2.00075,-0.498281,0.00556378,0,0,0,,,
7.056,odom,map,-2.00075,-0.498281,0.00556378,0,0,0,,,
7.092,odom,map,-2.00075,-0.498281,0.00556378,0,0,0,,,
7.128,odom,map,-2.00075,-0.498281,0.00556378,0,0,0,,,
7.164,odom,map,-2.00075,-0.498281,0.00556378,0,0,0,,,
7.2,odom,map,-2.00075,-0.498281,0.00556378,0,0,0,,,
7.236,odom,map,-2.00075,-0.498281,0.00556378,0,0,0,,,
7.272,odom,map,-2.00075,-0.498281,0.00556378,0,0,0,,,
7.308,odom,map,-2.00075,-0.498281,0.00556378,0,0,0,,,
7.344,odom,map,-2.00075,-0.498281,0.00556378,0,0,0,,,
7.38,odom,map,-2.00075,-0.498281,0.00556378,0,0,0,,,
7.416,odom,map,-2.00075,-0.498281,0.00556378,0,0,0,,,
7.452,odom,map,-2.00075,-0.498281,0.00556378,0,0,0,,,
7.488,odom,map,-2.00075,-0.498281,0.00556378,0,0,0,,,
7.524,odom,map,-2.00075,-0.498281,0.00556378,0,0,0,,,
7.56,odom,map,-2.00075,-0.498281,0.00556378,0,0,0,,,
7.596,odom,map,-2.00075,-0.498281,0.00556378,0,0,0,,,
7.632,odom,map,-1.9966,-0.501159,0.00512652,0,0,0,,,
7.668,odom,map,-1.99192,-0.504397,0.00463461,0,0,0,,,
7.704,odom,map,-1.98725,-0.507635,0.0041427,0,0,0,,,
7.74,odom,map,-1.98258,-0.510873,0.00365079,0,0,0,,,
7.776,odom,map,-1.97791,-0.514111,0.00315888,0,0,0,,,
7.812,odom,map,-1.97466,-0.51636,0.00281727,0,0,0,,,
7.8,amcl,map,-1.96951,-0.467457,-0.00525874,0.184077,0.24161,-0.0145725,,,
7.848,odom,map,-1.97466,-0.51636,0.00281727,0,0,0,,,
7.884,odom,map,-1.97466,-0.51636,0.00281727,0,0,0,,,
7.92,odom,map,-1.97466,-0.51636,0.00281727,0,0,0,,,
7.956,odom,map,-1.97466,-0.51636,0.00281727,0,0,0,,,
7.992,odom,map,-1.97466,-0.51636,0.00281727,0,0,0,,,
8.028,odom,map,-1.97466,-0.51636,0.00281727,0,0,0,,,
8.064,odom,map,-1.97466,-0.51636,0.00281727,0,0,0,,,
8.1,odom,map,-1.97466,-0.51636,0.00281727,0,0,0,,,
8.136,odom,map,-1.97466,-0.51636,0.00281727,0,0,0,,,
8.172,odom,map,-1.97466,-0.51636,0.00281727,0,0,0,,,
8.208,odom,map,-1.97466,-0.51636,0.00281727,0,0,0,,,
8.244,odom,map,-1.97466,-0.51636,0.00281727,0,0,0,,,
