time,source,x,y,theta
93.492,odom,2.54517,2.27581,-1.43156
93.492,ekf,2.54519,2.27573,-1.43161
93.492,kf,2.54522,2.27557,-1.43161
93.492,pf,2.53497,2.27273,-1.44485
93.528,odom,2.54661,2.26537,-1.43576
93.528,ekf,2.54662,2.26532,-1.4358
93.528,kf,2.54665,2.26517,-1.4358
93.528,pf,2.53399,2.26755,-1.44192
93.564,pf,2.55023,2.25357,-1.44136
93.564,ekf,2.54805,2.25464,-1.44002
93.564,kf,2.54807,2.25458,-1.44002
93.564,odom,2.54805,2.25465,-1.44
93.6,odom,2.54945,2.24379,-1.4443
93.6,ekf,2.54947,2.24366,-1.44434
93.6,kf,2.54951,2.24343,-1.44434
93.6,pf,2.55348,2.23708,-1.43286
93.636,ekf,2.55092,2.2321,-1.4487
93.636,kf,2.55094,2.23196,-1.4487
93.636,odom,2.55091,2.23212,-1.44869
93.636,pf,2.55681,2.23754,-1.43785
93.672,kf,2.55237,2.2201,-1.45324
93.672,ekf,2.55234,2.22026,-1.45324
93.672,odom,2.55233,2.22033,-1.45314
93.672,pf,2.54891,2.21773,-1.45088
93.708,odom,2.55377,2.20785,-1.45792
93.708,ekf,2.55379,2.20776,-1.45798
93.708,kf,2.55382,2.20756,-1.45798
93.708,pf,2.5548,2.21246,-1.46872
93.744,odom,2.55524,2.1946,-1.46269
93.744,ekf,2.55525,2.19454,-1.4627
93.744,kf,2.55529,2.19437,-1.4627
93.744,pf,2.55923,2.19562,-1.46965
93.78,odom,2.55669,2.18095,-1.46745
93.78,ekf,2.5567,2.18093,-1.46747
93.78,kf,2.55672,2.18083,-1.46747
93.78,pf,2.56961,2.19748,-1.4685
93.816,odom,2.55809,2.16713,-1.47224
93.816,kf,2.55812,2.16708,-1.47225
93.816,ekf,2.5581,2.16713,-1.47225
93.816,pf,2.57462,2.17038,-1.4742
93.852,odom,2.55943,2.15329,-1.47703
93.852,ekf,2.55943,2.15329,-1.47703
93.852,kf,2.55945,2.15327,-1.47703
93.852,pf,2.57297,2.16285,-1.47182
93.888,odom,2.56072,2.13919,-1.48173
93.888,ekf,2.56073,2.13909,-1.48171
93.888,kf,2.56077,2.1389,-1.48171
93.888,pf,2.55901,2.14839,-1.47955
93.924,ekf,2.56202,2.12434,-1.48637
93.924,kf,2.56204,2.12424,-1.48637
93.924,odom,2.56201,2.12436,-1.48638
93.924,pf,2.56052,2.1343,-1.48415
93.96,ekf,2.56325,2.10932,-1.49096
93.96,odom,2.56324,2.10934,-1.49097
93.96,kf,2.56327,2.10925,-1.49096
93.96,pf,2.55132,2.10627,-1.49396
93.996,odom,2.56443,2.09403,-1.49581
93.996,ekf,2.56444,2.09401,-1.49586
93.996,kf,2.56446,2.09396,-1.49586
93.996,pf,2.5568,2.10234,-1.49865
94.032,ekf,2.56558,2.07827,-1.50048
94.032,odom,2.56557,2.07832,-1.50052
94.032,kf,2.56561,2.07816,-1.50048
94.032,pf,2.56226,2.07025,-1.50351
94.002,amcl,0.569146,1.56521,-1.52816
94.068,ekf,2.56667,2.06225,-1.50505
94.068,odom,2.56667,2.06225,-1.50507
94.068,pf,2.56489,2.05758,-1.50461
94.068,kf,2.5667,2.06219,-1.50505
94.104,odom,2.56769,2.04617,-1.50958
94.104,ekf,2.5677,2.04616,-1.50956
94.104,kf,2.56771,2.04614,-1.50956
94.104,pf,2.577,2.04795,-1.50759
94.14,ekf,2.56865,2.03004,-1.51413
94.14,kf,2.56867,2.03003,-1.51413
94.14,odom,2.56864,2.03004,-1.51412
94.14,pf,2.5802,2.02854,-1.51372
94.176,ekf,2.56954,2.01369,-1.51839
94.176,kf,2.56956,2.01363,-1.51839
94.176,odom,2.56953,2.01372,-1.51847
94.176,pf,2.57289,2.01056,-1.52433
94.212,odom,2.57036,1.99718,-1.52252
94.212,ekf,2.57037,1.99716,-1.52244
94.212,kf,2.57039,1.9971,-1.52244
94.212,pf,2.57781,2.00021,-1.52861
94.248,odom,2.57113,1.98064,-1.52666
94.248,ekf,2.57114,1.98059,-1.52668
94.248,kf,2.57116,1.98049,-1.52668
94.248,pf,2.55916,1.96916,-1.52627
94.284,ekf,2.57183,1.96404,-1.53093
94.284,odom,2.57182,1.96409,-1.53093
94.284,kf,2.57185,1.96392,-1.53093
94.284,pf,2.56206,1.96254,-1.53096
94.32,odom,2.57245,1.94755,-1.53505
94.32,pf,2.56503,1.95379,-1.54351
94.32,ekf,2.57246,1.9475,-1.53504
94.32,kf,2.57248,1.94737,-1.53504
94.356,odom,2.57301,1.931,-1.53914
94.356,kf,2.57304,1.93081,-1.53914
94.356,ekf,2.57302,1.93094,-1.53914
94.356,pf,2.5627,1.93732,-1.54637
94.392,odom,2.5735,1.91444,-1.5432
94.392,kf,2.57353,1.91421,-1.54317
94.392,ekf,2.57351,1.91437,-1.54317
94.392,pf,2.57808,1.92174,-1.5443
94.428,ekf,2.57393,1.89783,-1.54707
94.428,odom,2.57392,1.89789,-1.5471
94.428,pf,2.56331,1.90017,-1.54767
94.428,kf,2.57395,1.89767,-1.54707
94.464,odom,2.57428,1.88133,-1.55096
94.464,kf,2.57431,1.88109,-1.55095
94.464,ekf,2.57429,1.88126,-1.55095
94.464,pf,2.57235,1.89891,-1.55439
94.5,odom,2.57458,1.86478,-1.55483
94.5,ekf,2.57459,1.86471,-1.55482
94.5,kf,2.57461,1.86453,-1.55482
94.5,pf,2.56963,1.8734,-1.54822
94.536,ekf,2.57482,1.84816,-1.5585
94.536,kf,2.57484,1.848,-1.5585
94.536,odom,2.57481,1.84822,-1.55852
94.536,pf,2.56577,1.86685,-1.55649
94.572,kf,2.57501,1.83144,-1.56209
94.572,odom,2.57499,1.83166,-1.56211
94.572,pf,2.57426,1.84109,-1.57132
94.572,ekf,2.57499,1.8316,-1.56209
94.608,odom,2.5751,1.8151,-1.5655
94.608,ekf,2.57511,1.81503,-1.56546
94.608,kf,2.57512,1.81487,-1.56546
94.608,pf,2.57619,1.81748,-1.58187
94.644,ekf,2.57517,1.79841,-1.56861
94.644,odom,2.57516,1.79854,-1.56867
94.644,kf,2.57518,1.79813,-1.56861
94.644,pf,2.56962,1.79715,-1.57834
94.602,amcl,0.561214,1.3087,-1.59598
94.68,kf,2.57519,1.78151,-1.57171
94.68,odom,2.57517,1.78198,-1.57173
94.68,ekf,2.57518,1.78184,-1.57171
94.68,pf,2.58753,1.78206,-1.57408
94.716,ekf,2.57514,1.76529,-1.57478
94.716,kf,2.57515,1.76497,-1.57478
94.716,odom,2.57513,1.76542,-1.57479
94.716,pf,2.59009,1.7586,-1.57636
94.752,odom,2.57504,1.74886,-1.57754
94.752,kf,2.57506,1.74844,-1.57749
94.752,ekf,2.57505,1.74875,-1.57749
94.752,pf,2.57825,1.75423,-1.58127
94.788,ekf,2.57491,1.73219,-1.58015
94.788,odom,2.57491,1.7323,-1.58017
94.788,kf,2.57492,1.73189,-1.58015
94.788,pf,2.57832,1.73791,-1.5895
94.824,ekf,2.57474,1.71563,-1.58263
94.824,kf,2.57474,1.71535,-1.58263
94.824,odom,2.57473,1.71574,-1.58271
94.824,pf,2.57419,1.70533,-1.58086
94.86,odom,2.57452,1.69918,-1.58494
94.86,ekf,2.57452,1.69905,-1.58484
94.86,kf,2.57452,1.69872,-1.58484
94.86,pf,2.56715,1.70937,-1.576
94.896,ekf,2.57427,1.68249,-1.58699
94.896,kf,2.57427,1.68214,-1.58699
94.896,odom,2.57426,1.68262,-1.58702
94.896,pf,2.58538,1.67706,-1.58981
94.932,kf,2.57398,1.66563,-1.58899
94.932,odom,2.57398,1.66607,-1.58902
94.932,ekf,2.57398,1.66595,-1.58899
94.932,pf,2.57069,1.6783,-1.59314
94.968,kf,2.57366,1.64901,-1.59084
94.968,ekf,2.57366,1.64937,-1.59084
94.968,odom,2.57366,1.64951,-1.59089
94.968,pf,2.56095,1.64121,-1.59745
95.004,odom,2.57331,1.63295,-1.59265
95.004,kf,2.57331,1.63242,-1.59263
95.004,pf,2.57541,1.62012,-1.5933
95.004,ekf,2.57331,1.6328,-1.59263
95.04,odom,2.57294,1.6164,-1.5944
95.04,ekf,2.57294,1.61624,-1.59439
95.04,pf,2.57056,1.60501,-1.58533
95.04,kf,2.57294,1.61584,-1.59439
95.076,odom,2.57253,1.59984,-1.59605
95.076,kf,2.57253,1.59934,-1.59602
95.076,ekf,2.57253,1.59971,-1.59602
95.076,pf,2.56945,1.59389,-1.59124
95.112,ekf,2.5721,1.58313,-1.59757
95.112,kf,2.5721,1.58274,-1.59757
95.112,odom,2.5721,1.58329,-1.59759
95.112,pf,2.55686,1.58755,-1.59212
95.148,odom,2.57165,1.56673,-1.59897
95.148,ekf,2.57164,1.56656,-1.59894
95.148,kf,2.57164,1.56613,-1.59894
95.148,pf,2.55288,1.56644,-1.59791
95.184,odom,2.57117,1.55018,-1.60029
95.184,ekf,2.57117,1.55,-1.60028
95.184,kf,2.57116,1.54956,-1.60028
95.184,pf,2.56146,1.55422,-1.59554
95.22,odom,2.57067,1.53363,-1.60162
95.22,ekf,2.57067,1.53344,-1.60162
95.22,kf,2.57066,1.53296,-1.60162
95.202,amcl,0.563443,1.03884,-1.59919
95.22,pf,2.56756,1.53291,-1.60351
95.256,odom,2.57015,1.51708,-1.60267
95.256,ekf,2.57015,1.51688,-1.6025
95.256,kf,2.57014,1.51639,-1.6025
95.256,pf,2.58684,1.51137,-1.60319
95.292,ekf,2.56961,1.50033,-1.6031
95.292,kf,2.5696,1.49983,-1.6031
95.292,odom,2.56962,1.50053,-1.60319
95.292,pf,2.56562,1.50598,-1.60798
95.328,odom,2.56908,1.48397,-1.60368
95.328,ekf,2.56907,1.48377,-1.60367
95.328,kf,2.56906,1.48325,-1.60367
95.328,pf,2.57958,1.49523,-1.60044
95.364,odom,2.56853,1.46742,-1.60423
95.364,ekf,2.56852,1.46722,-1.60422
95.364,kf,2.56851,1.46669,-1.60422
95.364,pf,2.59147,1.47278,-1.59757
95.4,ekf,2.56797,1.4507,-1.60439
95.4,kf,2.56795,1.45021,-1.60439
95.4,odom,2.56797,1.45087,-1.60441
95.4,pf,2.5767,1.4703,-1.59485
95.436,odom,2.56742,1.43432,-1.6045
95.436,ekf,2.56741,1.43416,-1.60449
95.436,kf,2.5674,1.4337,-1.60449
95.436,pf,2.57276,1.43214,-1.60168
95.472,ekf,2.56685,1.41759,-1.60457
95.472,odom,2.56686,1.41777,-1.60458
95.472,kf,2.56684,1.41711,-1.60457
95.472,pf,2.5671,1.41589,-1.60304
95.508,kf,2.56627,1.40055,-1.60466
95.508,odom,2.5663,1.40122,-1.60466
95.508,ekf,2.56629,1.40103,-1.60466
95.508,pf,2.57557,1.38119,-1.59562
95.544,ekf,2.56573,1.38448,-1.60444
95.544,kf,2.56571,1.38399,-1.60444
95.544,odom,2.56574,1.38467,-1.60456
95.544,pf,2.57034,1.37229,-1.59446
95.58,odom,2.56518,1.36812,-1.60415
95.58,kf,2.56516,1.36741,-1.6041
95.58,ekf,2.56517,1.36792,-1.6041
95.58,pf,2.56874,1.37436,-1.60507
95.616,odom,2.56463,1.35157,-1.60368
95.616,ekf,2.56462,1.35137,-1.60339
95.616,pf,2.57508,1.36277,-1.60431
95.616,kf,2.56461,1.35086,-1.60339
95.652,odom,2.5641,1.33502,-1.60251
95.652,ekf,2.56409,1.33482,-1.6024
95.652,kf,2.56407,1.33431,-1.6024
95.652,pf,2.57712,1.32725,-1.60662
95.688,odom,2.56358,1.31847,-1.60099
95.688,ekf,2.56358,1.3183,-1.60088
95.688,kf,2.56356,1.31783,-1.60088
95.688,pf,2.55886,1.33144,-1.60502
95.724,odom,2.5631,1.30191,-1.59931
95.724,ekf,2.56309,1.30175,-1.59927
95.724,kf,2.56307,1.3013,-1.59927
95.724,pf,2.55047,1.29862,-1.59238
95.76,odom,2.56264,1.28536,-1.59764
95.76,ekf,2.56263,1.28522,-1.59763
95.76,kf,2.56262,1.28484,-1.59763
95.76,pf,2.54575,1.28292,-1.58906
95.796,ekf,2.5622,1.26872,-1.59559
95.796,kf,2.56219,1.26842,-1.59559
95.796,odom,2.56221,1.2688,-1.59582
95.796,pf,2.56114,1.26804,-1.57751
95.832,ekf,2.56181,1.25217,-1.59331
95.832,odom,2.56181,1.25225,-1.5934
95.832,kf,2.5618,1.25192,-1.59331
95.802,amcl,0.562584,0.77076,-1.58967
95.832,pf,2.56758,1.24836,-1.57069
95.868,odom,2.56146,1.23569,-1.59105
95.868,kf,2.56144,1.23534,-1.59105
95.868,ekf,2.56145,1.23559,-1.59105
95.868,pf,2.55617,1.22599,-1.58431
95.904,odom,2.56114,1.21914,-1.58871
95.904,ekf,2.56114,1.21902,-1.58869
95.904,kf,2.56112,1.21873,-1.58869
95.904,pf,2.56481,1.20687,-1.58424
95.94,pf,2.5564,1.19315,-1.57217
95.94,ekf,2.56086,1.20247,-1.58592
95.94,kf,2.56085,1.20219,-1.58592
95.94,odom,2.56087,1.20258,-1.58606
95.976,odom,2.56064,1.18602,-1.58325
95.976,kf,2.56062,1.18575,-1.58325
95.976,ekf,2.56063,1.18596,-1.58325
95.976,pf,2.55937,1.18565,-1.57744
96.012,odom,2.56045,1.16946,-1.58078
96.012,ekf,2.56045,1.16941,-1.58081
96.012,kf,2.56044,1.16925,-1.58081
96.012,pf,2.56885,1.17369,-1.56814
96.048,ekf,2.5603,1.15288,-1.57849
96.048,kf,2.56029,1.15279,-1.57849
96.048,odom,2.56031,1.1529,-1.57841
96.048,pf,2.58001,1.16361,-1.56738
96.084,ekf,2.5602,1.13626,-1.57608
96.084,kf,2.56019,1.1361,-1.57608
96.084,odom,2.5602,1.13634,-1.57608
96.084,pf,2.5692,1.15334,-1.56334
96.12,odom,2.56013,1.11978,-1.57386
96.12,kf,2.56012,1.11943,-1.57425
96.12,ekf,2.56013,1.11967,-1.57425
96.12,pf,2.56043,1.13204,-1.5666
96.156,ekf,2.56009,1.10312,-1.57303
96.156,odom,2.56009,1.10322,-1.57267
96.156,kf,2.56008,1.10285,-1.57303
96.156,pf,2.55879,1.11505,-1.56563
96.192,odom,2.56007,1.08666,-1.57212
96.192,ekf,2.56006,1.08654,-1.57228
96.192,kf,2.56006,1.08624,-1.57228
96.192,pf,2.55269,1.09153,-1.57918
96.228,odom,2.56005,1.0701,-1.57194
96.228,kf,2.56004,1.06966,-1.57204
96.228,ekf,2.56005,1.06998,-1.57204
96.228,pf,2.5637,1.07664,-1.58757
96.264,ekf,2.56003,1.0534,-1.57233
96.264,kf,2.56002,1.05305,-1.57233
96.264,odom,2.56003,1.05354,-1.57217
96.264,pf,2.55613,1.0426,-1.58585
96.3,odom,2.56,1.03698,-1.57318
96.3,ekf,2.56,1.03687,-1.57339
96.3,kf,2.56,1.03656,-1.57339
96.3,pf,2.56477,1.03598,-1.58184
96.336,odom,2.55994,1.02042,-1.57486
96.336,kf,2.55995,1.01997,-1.57504
96.336,ekf,2.55995,1.0203,-1.57504
96.336,pf,2.55811,1.02053,-1.58539
96.372,ekf,2.55986,1.00373,-1.57684
96.372,odom,2.55986,1.00386,-1.57677
96.372,kf,2.55987,1.0034,-1.57684
96.372,pf,2.5661,0.999048,-1.58857
96.408,ekf,2.55975,0.987155,-1.57909
96.408,kf,2.55975,0.986789,-1.57909
96.408,odom,2.55974,0.987303,-1.57903
96.408,pf,2.57038,0.988524,-1.59628
96.402,amcl,0.5597,0.502257,-1.57571
96.444,ekf,2.55959,0.970599,-1.58144
96.444,odom,2.55959,0.970743,-1.58141
96.444,kf,2.5596,0.970225,-1.58144
96.444,pf,2.54931,0.966685,-1.58204
96.48,odom,2.55939,0.954184,-1.58399
96.48,ekf,2.55939,0.954007,-1.58403
96.48,kf,2.5594,0.953578,-1.58403
96.48,pf,2.55202,0.947374,-1.59231
96.516,kf,2.55916,0.937025,-1.58664
96.516,odom,2.55915,0.937626,-1.58663
96.516,ekf,2.55915,0.937459,-1.58664
96.516,pf,2.56486,0.930583,-1.59446
96.552,odom,2.55887,0.921069,-1.58953
96.552,ekf,2.55887,0.920906,-1.58958
96.552,kf,2.55887,0.920476,-1.58958
96.552,pf,2.56179,0.905327,-1.5877
96.588,ekf,2.55853,0.904371,-1.59253
96.588,odom,2.55853,0.904512,-1.59253
96.588,kf,2.55854,0.903978,-1.59253
96.588,pf,2.57226,0.905663,-1.59613
96.624,odom,2.55815,0.887957,-1.5955
96.624,ekf,2.55815,0.887823,-1.59551
96.624,kf,2.55815,0.887456,-1.59551
96.624,pf,2.55641,0.895837,-1.59296
96.66,odom,2.55771,0.871402,-1.59848
96.66,ekf,2.55771,0.871279,-1.59848
96.66,kf,2.55772,0.870939,-1.59848
96.66,pf,2.56992,0.871938,-1.5919
96.696,kf,2.55724,0.854479,-1.60148
96.696,odom,2.55723,0.854849,-1.60148
96.696,pf,2.55924,0.841613,-1.60592
96.696,ekf,2.55723,0.854758,-1.60148
96.732,odom,2.5567,0.838298,-1.60461
96.732,ekf,2.5567,0.838215,-1.60463
96.732,kf,2.5567,0.837974,-1.60463
96.732,pf,2.56198,0.832748,-1.60373
96.768,ekf,2.55611,0.82165,-1.60685
96.768,kf,2.55612,0.821399,-1.60685
96.768,odom,2.55611,0.821748,-1.60717
96.768,pf,2.56601,0.828694,-1.60984
96.804,ekf,2.5555,0.805099,-1.60875
96.804,kf,2.5555,0.80484,-1.60875
96.804,odom,2.5555,0.8052,-1.60887
96.804,pf,2.57634,0.790211,-1.61398
96.84,ekf,2.55485,0.78855,-1.61047
96.84,kf,2.55485,0.788285,-1.61047
96.84,odom,2.55485,0.788652,-1.61053
96.84,pf,2.56986,0.771597,-1.61324
96.876,odom,2.55418,0.772106,-1.61215
96.876,ekf,2.55418,0.772003,-1.61213
96.876,kf,2.55418,0.771736,-1.61213
96.876,pf,2.57815,0.766547,-1.61932
96.912,ekf,2.55348,0.755449,-1.61361
96.912,kf,2.55348,0.755165,-1.61361
96.912,odom,2.55348,0.755561,-1.61363
96.912,pf,2.577,0.73532,-1.62474
96.948,ekf,2.55276,0.738903,-1.61506
96.948,odom,2.55276,0.739016,-1.61507
96.948,kf,2.55275,0.738611,-1.61506
96.948,pf,2.54923,0.736573,-1.62547
96.984,ekf,2.55202,0.722373,-1.6163
96.984,odom,2.55202,0.722473,-1.61635
96.984,kf,2.55201,0.722099,-1.6163
96.984,pf,2.55494,0.72453,-1.61228
97.02,odom,2.55125,0.705931,-1.61754
97.02,ekf,2.55125,0.70584,-1.61753
97.02,kf,2.55125,0.705589,-1.61753
97.02,pf,2.55895,0.712106,-1.61115
97.056,ekf,2.55047,0.689302,-1.61869
97.056,odom,2.55047,0.689389,-1.61871
97.056,kf,2.55046,0.689065,-1.61869
97.056,pf,2.54652,0.702541,-1.61146
97.002,amcl,0.536806,0.229466,-1.62284
97.092,ekf,2.54967,0.672766,-1.61954
97.092,kf,2.54966,0.672541,-1.61954
97.092,odom,2.54967,0.672849,-1.61962
97.092,pf,2.56016,0.686657,-1.61239
97.128,odom,2.54886,0.656309,-1.62028
97.128,ekf,2.54885,0.656225,-1.62023
97.128,kf,2.54885,0.656003,-1.62023
97.128,pf,2.56188,0.659086,-1.61731
97.164,ekf,2.54803,0.639666,-1.62065
97.164,kf,2.54802,0.639415,-1.62065
97.164,odom,2.54803,0.639769,-1.62071
97.164,pf,2.55591,0.630248,-1.61576
97.2,ekf,2.5472,0.623124,-1.62102
97.2,odom,2.5472,0.62323,-1.62104
97.2,kf,2.54719,0.622857,-1.62102
97.2,pf,2.55757,0.6207,-1.62707
97.236,odom,2.54637,0.606691,-1.62125
97.236,ekf,2.54636,0.606592,-1.62119
97.236,kf,2.54635,0.60633,-1.62119
97.236,pf,2.54752,0.608803,-1.62325
97.272,ekf,2.54553,0.590071,-1.62137
97.272,odom,2.54553,0.590152,-1.62138
97.272,kf,2.54552,0.589841,-1.62137
97.272,pf,2.54158,0.593707,-1.62572
97.308,odom,2.54469,0.573613,-1.62155
97.308,ekf,2.54469,0.573508,-1.62155
97.308,kf,2.54468,0.57325,-1.62155
97.308,pf,2.53233,0.563345,-1.62094
97.344,ekf,2.54385,0.556962,-1.6214
97.344,kf,2.54384,0.556682,-1.6214
97.344,odom,2.54385,0.557074,-1.62144
97.344,pf,2.5377,0.530756,-1.62375
97.38,ekf,2.54301,0.540422,-1.62121
97.38,odom,2.54302,0.540536,-1.62123
97.38,kf,2.543,0.540132,-1.62121
97.38,pf,2.53156,0.52678,-1.62306
97.416,ekf,2.54218,0.523896,-1.62069
97.416,kf,2.54217,0.523623,-1.62069
97.416,odom,2.54219,0.523996,-1.62074
97.416,pf,2.54471,0.509807,-1.61683
97.452,odom,2.54137,0.507457,-1.62004
97.452,ekf,2.54136,0.507336,-1.61999
97.452,kf,2.54134,0.507036,-1.61999
97.452,pf,2.53279,0.497222,-1.61297
97.488,ekf,2.54055,0.490781,-1.61904
97.488,kf,2.54053,0.490446,-1.61904
97.488,odom,2.54056,0.490917,-1.61911
97.488,pf,2.52157,0.486232,-1.6193
97.524,ekf,2.53976,0.474229,-1.61782
97.524,odom,2.53977,0.474375,-1.61791
97.524,kf,2.53974,0.473865,-1.61782
97.524,pf,2.53718,0.459787,-1.62161
97.56,kf,2.53897,0.457307,-1.61651
97.56,odom,2.539,0.457833,-1.61654
97.56,ekf,2.53899,0.457686,-1.61651
97.56,pf,2.55466,0.451861,-1.62178
97.596,odom,2.53825,0.44129,-1.61524
97.596,kf,2.53822,0.440726,-1.61524
97.596,ekf,2.53824,0.44113,-1.61524
97.596,pf,2.5509,0.443402,-1.62348
97.632,kf,2.53749,0.424168,-1.61373
97.632,odom,2.53753,0.424746,-1.6138
97.632,ekf,2.53752,0.424584,-1.61373
97.602,amcl,0.538981,-0.0235332,-1.59793
97.632,pf,2.54296,0.427677,-1.6184
97.668,odom,2.53683,0.408201,-1.61184
97.668,ekf,2.53682,0.408047,-1.6118
97.668,kf,2.5368,0.407639,-1.6118
97.668,pf,2.54656,0.42037,-1.61248
97.704,pf,2.545,0.386997,-1.59754
97.704,ekf,2.53616,0.391501,-1.60982
97.704,kf,2.53614,0.391098,-1.60982
97.704,odom,2.53617,0.391654,-1.60983
97.74,odom,2.53554,0.375106,-1.60793
97.74,ekf,2.53553,0.374976,-1.60795
97.74,pf,2.52434,0.366134,-1.60612
97.74,kf,2.53551,0.374612,-1.60795
97.776,kf,2.53491,0.358057,-1.60602
97.776,odom,2.53494,0.358557,-1.60606
97.776,ekf,2.53493,0.358419,-1.60602
97.776,pf,2.52825,0.350482,-1.61609
97.812,kf,2.53434,0.341539,-1.60396
97.812,odom,2.53437,0.342006,-1.60399
97.812,ekf,2.53436,0.341881,-1.60396
97.812,pf,2.52345,0.342227,-1.61382
97.848,ekf,2.53383,0.325313,-1.60182
97.848,kf,2.53381,0.324954,-1.60182
97.848,odom,2.53384,0.325455,-1.60184
97.848,pf,2.52953,0.335924,-1.60431
97.884,ekf,2.53334,0.308753,-1.59958
97.884,kf,2.53332,0.308375,-1.59958
97.884,odom,2.53334,0.308902,-1.5996
97.884,pf,2.52425,0.309347,-1.60347
97.92,odom,2.53289,0.292349,-1.5971
97.92,kf,2.53286,0.291768,-1.59707
97.92,ekf,2.53288,0.292182,-1.59707
97.92,pf,2.53507,0.29194,-1.60408
97.956,odom,2.53247,0.275794,-1.59448
97.956,ekf,2.53247,0.275661,-1.59442
97.956,kf,2.53245,0.275287,-1.59442
97.956,pf,2.52927,0.275442,-1.60838
97.992,ekf,2.5321,0.259133,-1.59181
97.992,kf,2.53208,0.258819,-1.59181
97.992,odom,2.5321,0.259238,-1.59183
97.992,pf,2.53677,0.269526,-1.59426
98.028,odom,2.53178,0.242681,-1.58939
98.028,ekf,2.53177,0.242594,-1.5894
98.028,kf,2.53176,0.242332,-1.5894
98.028,pf,2.53529,0.235622,-1.59388
98.064,ekf,2.53148,0.226038,-1.5868
98.064,kf,2.53147,0.2258,-1.5868
98.064,odom,2.53149,0.226124,-1.58687
98.064,pf,2.52891,0.223899,-1.57619
98.1,odom,2.53124,0.209566,-1.58408
98.1,kf,2.53123,0.209188,-1.58401
98.1,ekf,2.53124,0.209456,-1.58401
98.1,pf,2.54181,0.224818,-1.57701
98.136,odom,2.53105,0.193007,-1.58128
98.136,pf,2.52541,0.202761,-1.57315
98.136,ekf,2.53104,0.192909,-1.58126
98.136,kf,2.53103,0.192649,-1.58126
98.172,odom,2.5309,0.176447,-1.57854
98.172,kf,2.53088,0.17603,-1.57853
98.172,pf,2.54191,0.168851,-1.56271
98.172,ekf,2.53089,0.176326,-1.57853
98.208,odom,2.53079,0.159888,-1.5756
98.208,kf,2.53077,0.159465,-1.57557
98.208,ekf,2.53079,0.159769,-1.57557
98.208,pf,2.52105,0.147919,-1.57733
98.202,amcl,0.511981,-0.301333,-1.59243
98.244,ekf,2.53073,0.143221,-1.57265
98.244,odom,2.53074,0.143328,-1.57265
98.244,kf,2.53072,0.142931,-1.57265
98.244,pf,2.50675,0.138755,-1.58149
98.28,odom,2.53073,0.126768,-1.56977
98.28,kf,2.53071,0.126398,-1.56979
98.28,ekf,2.53073,0.126669,-1.56979
98.28,pf,2.5071,0.126516,-1.57862
98.316,ekf,2.53077,0.110079,-1.56719
98.316,kf,2.53076,0.109767,-1.56719
98.316,odom,2.53077,0.110208,-1.56714
98.316,pf,2.51762,0.131641,-1.57728
98.352,odom,2.53085,0.0936482,-1.56458
98.352,kf,2.53084,0.0931448,-1.56459
98.352,ekf,2.53085,0.0935014,-1.56459
98.352,pf,2.52734,0.0887801,-1.5667
98.388,ekf,2.53097,0.0769445,-1.56204
98.388,kf,2.53097,0.076575,-1.56204
98.388,odom,2.53098,0.0770887,-1.56203
98.388,pf,2.52581,0.0753835,-1.56155
98.424,ekf,2.53114,0.0603515,-1.55943
98.424,odom,2.53114,0.0605295,-1.55944
98.424,kf,2.53113,0.0599225,-1.55943
98.424,pf,2.53754,0.0517185,-1.56392
98.46,pf,2.52693,0.0427029,-1.56569
98.46,ekf,2.53135,0.0437877,-1.55686
98.46,kf,2.53135,0.0433276,-1.55686
98.46,odom,2.53135,0.0439708,-1.55685
98.496,odom,2.5316,0.0274127,-1.55456
98.496,ekf,2.5316,0.0272406,-1.55478
98.496,kf,2.5316,0.0267863,-1.55478
98.496,pf,2.53105,0.0392919,-1.5589
98.532,odom,2.53189,0.0108552,-1.5529
98.532,kf,2.53188,0.0102769,-1.553
98.532,ekf,2.53189,0.0107006,-1.553
98.532,pf,2.52966,0.0172277,-1.55779
98.568,odom,2.5322,-0.00570193,-1.55128
98.568,ekf,2.5322,-0.00585397,-1.55131
98.568,kf,2.5322,-0.00626181,-1.55131
98.568,pf,2.52617,-0.00116183,-1.54328
98.604,odom,2.53253,-0.0222585,-1.54986
98.604,ekf,2.53253,-0.0223881,-1.54989
98.604,kf,2.53253,-0.0227536,-1.54989
98.604,pf,2.52377,-0.0144761,-1.53899
98.64,ekf,2.53289,-0.0389098,-1.54912
98.64,kf,2.53289,-0.0392033,-1.54912
98.64,odom,2.53289,-0.0388147,-1.54896
98.64,pf,2.52285,-0.0235737,-1.54304
98.676,ekf,2.53325,-0.0554657,-1.54899
98.676,kf,2.53325,-0.0557315,-1.54899
98.676,odom,2.53325,-0.0553707,-1.54879
98.676,pf,2.53285,-0.0443731,-1.55373
98.712,odom,2.53361,-0.0719268,-1.5493
98.712,ekf,2.53362,-0.0720296,-1.54958
98.712,kf,2.53362,-0.0722975,-1.54958
98.712,pf,2.53793,-0.0777686,-1.55021
98.748,kf,2.53397,-0.0888515,-1.55045
98.748,odom,2.53396,-0.0884831,-1.55035
98.748,ekf,2.53396,-0.0885847,-1.55045
98.748,pf,2.53458,-0.0903713,-1.54568
98.784,ekf,2.53429,-0.105141,-1.55144
98.784,kf,2.5343,-0.105407,-1.55144
