time,source,frame,x,y,theta,cov_xx,cov_yy,cov_xy,runtime_ms,ess,resampling_triggered
5.202,amcl,map,-1.97456,-0.519436,-0.0143147,0.189901,0.219886,-0.0139964,,,
6.201,amcl,map,-1.9996,-0.501352,0.00640719,0.157849,0.202987,-0.00437166,,,
6.3,odom,map,-1.97456,-0.519436,-0.0143147,0,0,0,,,
6.336,odom,map,-1.97456,-0.519436,-0.0143147,0,0,0,,,
6.372,odom,map,-1.97456,-0.519436,-0.0143147,0,0,0,,,
6.408,odom,map,-1.97456,-0.519436,-0.0143147,0,0,0,,,
6.444,odom,map,-1.97456,-0.519436,-0.0143147,0,0,0,,,
6.48,odom,map,-1.97456,-0.519436,-0.0143147,0,0,0,,,
6.516,odom,map,-1.97456,-0.519436,-0.0143147,0,0,0,,,
6.552,odom,map,-1.97456,-0.519436,-0.0143147,0,0,0,,,
6.588,odom,map,-1.97456,-0.519436,-0.0143147,0,0,0,,,
6.624,odom,map,-1.97456,-0.519436,-0.0143147,0,0,0,,,
6.66,odom,map,-1.97456,-0.519436,-0.0143147,0,0,0,,,
6.696,odom,map,-1.97456,-0.519436,-0.0143147,0,0,0,,,
6.732,odom,map,-1.97456,-0.519436,-0.0143147,0,0,0,,,
6.768,odom,map,-1.97456,-0.519436,-0.0143147,0,0,0,,,
6.804,odom,map,-1.97456,-0.519436,-0.0143147,0,0,0,,,
6.84,odom,map,-1.97456,-0.519436,-0.0143147,0,0,0,,,
6.876,odom,map,-1.97456,-0.519436,-0.0143147,0,0,0,,,
6.912,odom,map,-1.97456,-0.519436,-0.0143147,0,0,0,,,
6.948,odom,map,-1.97456,-0.519436,-0.0143147,0,0,0,,,
6.984,odom,map,-1.97456,-0.519436,-0.0143147,0,0,0,,,
7.02,odom,map,-1.97705,-0.517637,-0.0122528,0,0,0,,,
7.002,amcl,map,-1.9792,-0.522897,5.48357e-05,0.194036,0.242894,-0.0120078,,,
7.056,odom,map,-1.98154,-0.514398,-0.00854145,0,0,0,,,
7.092,odom,map,-1.98602,-0.511159,-0.00483006,0,0,0,,,
7.128,odom,map,-1.99051,-0.50792,-0.00111867,0,0,0,,,
7.164,odom,map,-1.99499,-0.504681,0.00259271,0,0,0,,,
7.2,odom,map,-1.99948,-0.501442,0.0063041,0,0,0,,,
7.236,odom,map,-1.9996,-0.501352,0.00640719,0,0,0,,,
