time,source,frame,x,y,theta,cov_xx,cov_yy,cov_xy,runtime_ms,ess,resampling_triggered
4.8,amcl,map,-1.97798,-0.524158,-0.0122052,0.185179,0.215544,-0.0152069,,,
5.802,amcl,map,-1.99211,-0.509696,0.00796713,0.159046,0.197812,-0.00100813,,,
5.832,odom,map,-1.97798,-0.524158,-0.0122052,0,0,0,,,
5.868,odom,map,-1.97798,-0.524158,-0.0122052,0,0,0,,,
5.904,odom,map,-1.97798,-0.524158,-0.0122052,0,0,0,,,
5.94,odom,map,-1.97798,-0.524158,-0.0122052,0,0,0,,,
5.976,odom,map,-1.97798,-0.524158,-0.0122052,0,0,0,,,
6.012,odom,map,-1.97798,-0.524158,-0.0122052,0,0,0,,,
6.048,odom,map,-1.97798,-0.524158,-0.0122052,0,0,0,,,
6.084,odom,map,-1.97798,-0.524158,-0.0122052,0,0,0,,,
6.12,odom,map,-1.97798,-0.524158,-0.0122052,0,0,0,,,
6.156,odom,map,-1.97798,-0.524158,-0.0122052,0,0,0,,,
6.192,odom,map,-1.97798,-0.524158,-0.0122052,0,0,0,,,
6.228,odom,map,-1.97798,-0.524158,-0.0122052,0,0,0,,,
6.264,odom,map,-1.97798,-0.524158,-0.0122052,0,0,0,,,
6.3,odom,map,-1.97798,-0.524158,-0.0122052,0,0,0,,,
6.336,odom,map,-1.97798,-0.524158,-0.0122052,0,0,0,,,
6.372,odom,map,-1.97798,-0.524158,-0.0122052,0,0,0,,,
6.408,odom,map,-1.97798,-0.524158,-0.0122052,0,0,0,,,
6.444,odom,map,-1.97798,-0.524158,-0.0122052,0,0,0,,,
6.48,odom,map,-1.97798,-0.524158,-0.0122052,0,0,0,,,
6.516,odom,map,-1.97798,-0.524158,-0.0122052,0,0,0,,,
6.552,odom,map,-1.97798,-0.524158,-0.0122052,0,0,0,,,
6.588,odom,map,-1.97798,-0.524158,-0.0122052,0,0,0,,,
6.624,odom,map,-1.97959,-0.522503,-0.00989689,0,0,0,,,
6.66,odom,map,-1.98213,-0.519913,-0.00628394,0,0,0,,,
6.696,odom,map,-1.98466,-0.517323,-0.002671,0,0,0,,,
6.732,odom,map,-1.98719,-0.514732,0.00094195,0,0,0,,,
6.768,odom,map,-1.98972,-0.512142,0.0045549,0,0,0,,,
6.804,odom,map,-1.99211,-0.509696,0.00796713,0,0,0,,,
6.801,amcl,map,-1.97121,-0.508763,-0.00194377,0.189034,0.237186,-0.0116628,,,
6.84,odom,map,-1.99211,-0.509696,0.00796713,0,0,0,,,
6.876,odom,map,-1.99211,-0.509696,0.00796713,0,0,0,,,
6.912,odom,map,-1.99211,-0.509696,0.00796713,0,0,0,,,
6.948,odom,map,-1.99211,-0.509696,0.00796713,0,0,0,,,
6.984,odom,map,-1.99211,-0.509696,0.00796713,0,0,0,,,
7.02,odom,map,-1.99211,-0.509696,0.00796713,0,0,0,,,
7.056,odom,map,-1.99211,-0.509696,0.00796713,0,0,0,,,
7.092,odom,map,-1.99211,-0.509696,0.00796713,0,0,0,,,
7.128,odom,map,-1.99211,-0.509696,0.00796713,0,0,0,,,
7.164,odom,map,-1.99211,-0.509696,0.00796713,0,0,0,,,
7.2,odom,map,-1.99211,-0.509696,0.00796713,0,0,0,,,
7.236,odom,map,-1.99211,-0.509696,0.00796713,0,0,0,,,
